"3443","1","ERROR ESTACIONALIDAD X2","161.00","1951"
"3444","28075","Nochebuena c/Clip Rosa N06691","25.50","2167"
"3445","28072","Nochebuena c/Clip Plata N06691","28.00","2362"
"3446","17738","Serie Foco Azucar 20 Luces LED Blanca 3.7M","64.26","2382"
"3447","17739","Serie Foco Azucar 20 Luces LED Color 3.7M","64.26","2376"
"3448","17740","Serie Foco Azucar 20 Luces LED Oro 3.7M","64.26","2377"
"3449","17722","Serie de Esferas LED 20 Luces Azul 3.5M","42.84","2373"
"3450","17715","Serie de Esferas  LED 20 Luces Roja 3.5M","42.84","2374"
"3451","10431","Serie Minicanica V8 50 Luces Rojo c/Negro","22.00","2624"
"3452","0","Libre","77.52","2379"
"3453","17852","Estrella de Belen LED Roja","77.52","2380"
"3454","17717","Serie de Estrella Esponja LED Color 3.6M","61.20","2378"
"3455","17743","Liston Foco de Arroz Azul 5M","20.00","2317"
"3456","0","Libre","30.00","2318"
"3457","17721","Guia de Esferas LED Color 3M","40.00","2320"
"3458","0","Libre","60.00","2321"
"3459","17860","Figura de Sube/Baja Pitufos ","298.00","2375"
"3460","17858","Estrella De Metal Chica 60 L Oro","134.00","2408"
"3461","17859","Estrella De Metal Grande 80 L Oro","185.00","2390"
"3462","17719","Serie Canica LED 100 Luces Color 8.5M","90.25","2286"
"3463","23002","Mariposa Mediana Blanca A05286-W4763","13.00","2165"
"3464","28333","Nochebuena Terciopelo Rojo RK05928","36.00","2223"
"3465","27054","Rama Rosa W4852","16.00","2170"
"3466","27093","Helecho Mediano Rojo M21124","9.50","2154"
"3467","27103","Hoja Chica Chocolate R21240","9.50","2155"
"3468","24415","Estrellitas Turquesa M10009","14.00","2153"
"3469","24416","Estrellitas Verde  M10009","14.00","2253"
"3470","27310","Vara con Bolitas Oro A05142","47.75","2176"
"3471","27142","Vara de Estrellas Blanca F054851 ","14.50","2151"
"3472","27156","Vara de Estrellas Verde F054851 ","14.50","2152"
"3473","27170","Vara 18 Oro S66835","16.50","2248"
"3474","25210","Vara de Nochebuena X3 Oro M05136","20.50","2173"
"3475","25212","Vara de Nochebuena X3 Plata M05136","20.50","2174"
"3476","25213","Vara de Nochebuena X3 Rojo M05136","20.50","2175"
"3477","24302","Vara con Esferitas X6 Blanca M78007","10.00","2159"
"3478","24303","Vara con Esferitas X6 Chocolate  M78007","10.00","2160"
"3479","24310","Vara con Esferitas X6 Oro  M78007","10.00","2161"
"3480","24312","Vara con Esferitas X6 Plata M78007","10.00","2162"
"3481","24313","Vara con Esferitas X6 Rojo M78007","10.00","2163"
"3482","24316","Vara con Esferitas X6 Verde M78007","9.50","2164"
"3483","29010","Berry Rojo K63333","11.00","2221"
"3484","0","Libre","7.00","2150"
"3485","29061","Vara Grande C/Berries 705538 ","20.50","2233"
"3486","0","Libre","11.00","2225"
"3487","24332","Ramita de Granadas Plata R02858","9.90","2169"
"3488","27182","Hoja Tipo Palma Blanca B10015","18.80","2168"
"3489","24062","Hoja c/Pedreria Blanca A08316","7.70","2230"
"3490","27222","Hoja Blanca M21090","9.50","2232"
"3491","24042","Hoja Blanca M21113","9.20","2234"
"3492","27213","Hoja Roja M66032","10.00","2238"
"3493","27242","Hoja Dinero Blanca M63006","9.50","2236"
"3494","27250","Hoja Dinero Oro M63006","9.50","2247"
"3495","21010","Hoja Oro M05275","7.20","2237"
"3496","0","Libre","9.50","2242"
"3497","27210","Hoja Oro M66032","10.00","2244"
"3498","27370","Hoja Oro S05214","20.00","2246"
"3499","0","Libre","10.00","2252"
"3500","24172","Hoja Maple x3 Plata C05236","6.00","2245"
"3501","24173","Hoja Maple x3 Rojo C05236","6.00","2239"
"3502","27402","Hoja Maple x5 Blanca DL05072 ","15.00","2231"
"3503","27410","Hoja Maple x5 Oro DL05072 ","15.00","2241"
"3504","27422","Hoja Blanca M21076","16.00","2384"
"3505","27453","Hoja Tipo Coral Rojo M21047","9.50","2386"
"3506","23158","Mariposa c/Tiras Oro/Rojo A05103","13.63","2249"
"3507","23050","Pick de Flor X3 Oro M05262-1","10.00","2156"
"3508","23052","Pick de Flor X3 Plata M05262-1","10.00","2157"
"3509","23053","Pick de Flor X3 Roja M05262-1","10.00","2158"
"3510","26010","Pick de Bolitas Oro YV3148","13.70","2177"
"3511","26012","Pick de Bolitas Plata YV3148","13.70","2178"
"3512","26013","Pick de Bolitas Rojo YV3148","13.70","2179"
"3513","26016","Pick de Bolitas Verde YV3148","13.70","2180"
"3514","20153","Pick Figuras X3 Ro/Tur/Bco","22.50","2171"
"3515","23062","Pick de Aro Blanco C05482","5.00","2235"
"3516","25131","Pick 3 Nochebuenas Oro Rosado N05129","21.00","2254"
"3518","23090","Pick de Pino Oro M05233","10.31","2240"
"3519","23111","Pick Skimmia Oro Rosado N05104","19.50","2283"
"3520","28153","Pick nochebuena Rojo F89135","8.08","2219"
"3521","23130","Regalo con Tiras Oro A05102","13.63","2147"
"3522","23138","Regalo con Tiras Plata/Morado A05102","13.63","2149"
"3523","23139","Regalo con Tiras Rojo/Oro A05102","13.63","2148"
"3524","29431","Metro Liston Champagne H8436-38","5.63","2112"
"3525","29433","Metro Liston Oro F6176-04","4.46","2113"
"3526","29434","Metro Liston Rojo H843406","4.84","2115"
"3527","29440","Metro de liston Azul/Plata L7309711","3.98","2116"
"3528","29441","Metro de liston Cobre P8527220","3.28","2117"
"3542","59921","Nacimiento Barroco Oro","500.00","2190"
"3543","30023","Pie de Arbol Estamp Nochebuenas B/R/V 1M","86.00","2456"
"3544","30028","Pie De Arbol Estamp Santa rojo","86.00","2474"
"3545","30024","Pie De Arbol Estampado Muñecos y Reno Verde","86.00","2475"
"3546","33005","Bota Santa Verde/Blanco","70.00","2478"
"3547","33011","Bota Muñeco Roja/Blanco","70.00","2479"
"3548","33015","Bota Terciopelo Santa Oro/Beige","72.00","2702"
"3549","30211","Corona Santa Nomo Rojo","135.00","2703"
"3550","31340","Santa Chico Rojo a Cuadros ","7.00","2465"
"3551","31341","Muñeco Chico Rojo a Cuadros","7.00","2464"
"3552","31342","Reno Chico Rojo a Cuadros ","7.00","2466"
"3553","32160","Santa Mediano Rojo/Cafe","8.20","2462"
"3554","32161","Muñeco Mediano Rojo/Cafe","8.20","2463"
"3555","32162","Reno Mediano Rojo/Cafe","8.20","2461"
"3556","33223","Nomo Santa Oro/Beige","56.00","2469"
"3557","33228","Nomo Santa Rojo/Blanco","56.00","2470"
"3558","33313","Arlekin en Escalera Oro/Blanco","127.00","2711"
"3559","33318","Arlekin en Escalera Rojo/Oro","155.00","2460"
"3560","51282","Inflable 1.20M Muñeco con Regalos JL96205","540.00","2435"
"3561","51283","Inflable 1.20M Oso con Trineo y Muñecos  JL96097","620.00","2564"
"3562","51290","Inflable 1.30M Esfera Santa Feliz Nav JL96179","860.00","2356"
"3563","51811","Inflable 1.80M Santa Esfera y Oso  JL96173","1350.00","2567"
"3564","51829","Inflable 1.80M Esfera Santa Arriba JL96150","1100.00","2729"
"3566","61181","Bote 30 Esferas 4CM  TS-401-30AAA","50.00","2195"
"3567","61217","Bote 30 Esferas 4CM TS-401-30CCC","50.00","2196"
"3568","61262","Bote 30 Esferas 4CM TS-401-30D","50.00","2197"
"3569","61307","Bote 30 Esferas 4CM TS-401-30RJ","50.00","2198"
"3570","61310","Bote 30 Esferas 4CM TS-401-30RJD","50.00","2199"
"3571","0","Libre","114.00","2200"
"3572","63017","Bote 30 Esferas 6CM TS-60LDD-30CCC","116.00","2201"
"3573","63056","Bote 30 Esferas 6CM TS-60LDD-30MLP","116.00","2203"
"3574","63090","Bote 30 Esferas 6CM TS-60LDD-30P","116.00","2204"
"3575","63109","Bote 30 Esferas 6CM TS-60LDD-30RJ","116.00","2205"
"3576","63114","Bote 30 Esferas 6CM TS-60LDD-30RJD","116.00","2206"
"3577","0","Libre","169.00","2208"
"3578","63989","Bote 30 Esferas 7CM TS-702-30P","169.00","2209"
"3579","0","Libre","280.00","2210"
"3580","65222","Bote 40 Esferas 8CM TS-80DLCG-40D","288.00","2212"
"3581","0","Libre","312.00","2213"
"3582","49702","Corona verde 50CM","52.02","2111"
"3583","49731","Corona SSQ756-50 50CM ","185.25","2172"
"3584","59251","Inflable 1.50M Cripta c/Calav WS-30136","560.00","2181"
"3585","59301","Inflable 1.80M Dos Brujas WS-301317B","980.50","2183"
"3586","59501","Inflable 2.40M Catrina WS-201244","1450.00","2187"
"3587","59521","Inflable 2.40M Calavera WS-30137","950.00","2182"
"3588","59551","Inflable 2.40M Fantasma WS-301311-F","718.68","2184"
"3589","59571","Inflable 2.40M Momia WS-201259","937.00","2186"
"3590","59701","Inflable 3.30M Gato c/Mov Negro","1533.00","2185"
"3593","22031","Pick Nochebuena Oro Rosado N05090","11.00","2284"
"3594","59531","Inflable 2.40M Dragon C/Mov WS201220","1804.05","2811"
"3595","20156","Pick Figuras x3 Rojo/Verde","22.50","2257"
"3622","51828","Inflable 1.80M Esfera con Muñeco Arriba JL96083","930.00","2437"
"3623","29101","Buho Cafe L0817","88.27","2258"
"3624","49732","Corona SSQ103250 50CM","281.20","2332"
"3625","49733","Corona SQ102860 60CM","300.20","2333"
"3627","59922","Nacimiento Barroco Rojo","520.00","2577"
"3628","17126","Metro de Tira LED Blanca Doble Foco","33.82","2338"
"3630","59781","Inflable 6.30M Gato c/Mov WS2012-1","3006.00","2371"
"3632","10426","Serie Minicanica V8 LED 50 Luces Color 3.4M","30.00","2423"
"3633","31035","Par de Patines Rojos ","87.30","2807"
"3635","17604","Punta de Arbol 10 Luces Color Chica","42.00","2532"
"3696","11753","Serie V8 Conico LED 300 Luces Bco/Az c/Negro 15M","100.00","2620"
"3697","20033","Malla Roja SM-13","69.50","2583"
"3698","20076","Malla Corta Oro CSM-11","33.50","2585"
"3699","20066","Malla Corta Chocolate CSM12","33.50","2586"
"3700","20017","Malla Blanco Tornasol Sm03","69.50","2587"
"3701","20012","Malla Beige MFR-51","47.00","2588"
"3702","63063","Bote 30 Esferas 6CM B6O-30","86.00","2592"
"3703","63108","Bote 30 Esferas 6CM B6R-30","86.00","2594"
"3704","63089","Bote 30 Esferas 6CM B6P-30","86.00","2593"
"3705","62982","Bote 30 Esferas 6CM B6AD","99.00","2589"
"3706","63115","Bote 30 Esferas 6CM B6O/RD","99.00","2590"
"3707","0","Libre","99.00","2591"
"3708","11813","Serie V8 Conico LED 500 Luces Bco/Az c/Negro25M","185.00","2608"
"3709","32190","Santa con Cuerda CX15 Rojo/Blanco","137.00","2596"
"3710","32220","Santa c/Escalera Roja","196.00","2597"
"3711","32225","Santa c/Escalera Blanca","196.00","2598"
"3712","20018","Malla Blanca MFR50","47.00","2595"
"3713","10063","Serie LED 100 Luces Calida C/Transparente","34.00","2605"
"3714","10065","Serie LED 100 Luces Color c/Transparente","34.00","2606"
"3726","11622","Serie V8 Conico LED 100 Luces Blanca c/Negro 5M","36.00","2609"
"3729","11641","Serie V8 Conico Musical LED 100 Luces Bco/Az c/Negro 5M","45.00","2614"
"3731","11742","Serie V8 Conico LED 300 Luces Blanca c/Negro 15M","100.00","2618"
"3740","11744","Serie V8 Conico LED 300 Luces Calido c/Negro 15M","100.00","2619"
"3747","14181","Cascada Minicanica V8 LED 200 Luces Blanco C/Blanco 4M","95.00","2784"
"3755","11984","Serie LED 9V Esmerilado 50 Luces Calida c/Negro","24.00","2616"
"3757","12041","Serie Musical 9V Esmerilado 140 Luces Bca c/Transparente","60.00","2610"
"3758","12043","Serie Musical 9V Esmerilado 140 Luces Calido c/Transparente","60.00","2611"
"3759","12058","Serie Musical 9V Esmerilado 140 Luces Az c/Transparente","60.00","2612"
"3761","64199","Bote 35 Esferas 7CM Rojo/Bco 64199","194.00","2634"
"3766","10438","Serie Minicanica V8 LED 50 Luces Verde c/Verde","22.00","2625"
"3767","12102","Serie LED 9V Esmerilado 200 Luces Blanca c/Negro ","68.00","2617"
"3768","59252","Inflable 1.50M Fantasma Colgante WS5012F ","374.57","2628"
"3769","59302","Inflable 1.80M Trio de Calabaza WS5050C","851.52","2629"
"3770","59502","Inflable 2.40M Arbol c/Calabaza","980.00","2630"
"3771","0","Libre","194.00","2635"
"3772","0","Libre","76.00","2652"
"3773","51899","Inflable 1.8M Muñeco Esquiando W5001M","774.90","2641"
"3774","51595","Inflable 1.50m Santa C/Chamarra Roja","880.84","2642"
"3775","0","Libre","86.00","2697"
"3777","64739","Bote 20 Esferas 8CM B8R+W-20","94.00","2696"
"3778","59751","Inflable 4.50M Esqueleto WS201235","2546.00","2698"
"3779","17741","Serie Esfera c/Figura Adentro ","160.00","2723"
"3780","17605","Punta de Arbol 12 Luces Bicolor JL3334","36.00","2718"
"3781","17625","Punta de Arbol 18 Luces Bicolor JL3335","56.00","2719"
"3782","17644","Punta de Arbol 20 Luces Bicolor JL8001","65.00","2724"
"3783","0","Libre","38.00","2717"
"3784","17645","Punta de Arbol 30 Luces Calido JL8017","50.00","2726"
"3785","51247","Inflable 1.2M Muñeco C/Regalos Afelpado JL96206","760.00","2734"
"3786","10428","Serie Minicanica V8 LED 50 Luces Azul c/Negro","30.00","2721"
"3787","10578","Serie Minicanica V8 LED 300 Luces Azul c/Verde","10000.00","2722"
"3788","17626","Punta de Arbol 20 Luces Magica Blanca JL8002A","63.00","2725"
"3789","0","Libre","99.00","2744"
"3790","0","Libre","110.00","2699"
"3791","9005","Cople para Manguera 3 Pines ","3.00","3433"
"3792","17733","Serie de Araña LED 10 Luces Morado ","152.00","2738"
"3793","10070","Serie LED 100 Luces Naranja c/Naranja 5.5M","33.00","2739"
"3794","17630","Punta de Arbol 31 Luces Rojo JL8008","66.00","2792"
"3795","17627","Punta de Arbol 31 Luces Azul JL8008","66.00","2790"
"3796","17628","Punta de Arbol 31 Luces Az/Bco JL8008","66.00","2791"
"3797","0","Libre","66.00","2789"
"3798","17629","Punta de Arbol 31 Luces Calida JL8008","66.00","2793"
"3799","14183","Cascada Minicanica V8 LED 200 Luces Color C/Blanco 4M","95.00","2785"
"3801","63963","Bote 30 Esferas 7CM TS-70DLCG-30D","175.00","2797"
"3802","63990","BOTE 30 ESFERAS 7CM TS-70DLCG-30P","175.00","2798"
"3803","64008","Bote 30 esferas 7CM TS-70DLCG-30RJ","175.00","2799"
"3804","64014","Bote 30 Esferas 7CM TS-70DLCG-30RJD ","175.00","2800"
"3805","29116","Ardilla Sentada YS19667","101.85","2803"
"3806","31032","Par de Botitas Mini Roja ","56.26","2805"
"3807","31031","Par de Botitas Mini Blanca","56.26","2806"
"3808","9053","Control Tira Led Doble Foco Fijo","30.00","2849"
"3809","0","Libre","114.00","2850"
"3810","0","Libre","114.00","2851"
"3811","63113","Bote 30 Esferas 6CM TS-601-30RJD","114.00","2852"
"3813","17103","Metro Tira Led Roja ","24.80","2882"
"3814","17104","Metro Tira Led Verde","24.79","2883"
"3815","0","Libre","878.75","2869"
"3816","0","Libre","878.75","2870"
"3817","0","Libre","878.75","2871"
"3818","41551","Arbol 340 Luces LED 2.20M Blanco","1692.90","2872"
"3819","41552","Arbol 340 Luces LED 2.20M Calido","1692.90","2873"
"3820","14068","Cascada LED 400 Luces Az/Bco C/Azul 8M","137.99","2887"
"3825","10587","Serie Minicanica V8 LED 300 Luces Tricolor c/Verde 16.4M","113.00","2903"
"3827","40153","Arbol 1.20M Verde Esponjoso ZG120A","250.20","2927"
"3831","52499","Inflable 2.4M Santa c/Osos ML9180","1126.88","2944"
"3832","51885","Inflable 1.8M Santa c/Esfera y Muñeco ML9204","1474.95","2945"
"3833","51284","Inflable 1.2M Santa c/Arbol Ml9217","739.97","2946"
"3834","51886","Inflable 1.8M Muñecos con Pingüino ML9222","1499.94","2947"
"3841","40402","Arbol Naviplastic 1.90M Monarca Verde ","652.07","2955"
"3842","40503","Arbol Naviplastic 2.20M Monarca Verde ","939.22","2956"
"3843","0","Libre","169.00","2960"
"3849","40505","Arbol 2.20M Verde Royal Canada","1253.35","2962"
"3850","49861","Metro Guirnalda Verde Nevada ","23.86","2963"
"3962","25072","Nochebuena Plata DL63301","16.15","3287"
"3963","27023","Ramita Chocolate F78089","18.53","3288"
"3965","24050","Hoja Oro M21113","8.74","3295"
"3966","24052","Hoja Plata M21113","8.74","3296"
"3967","24053","Hoja Roja M21113","8.74","3297"
"3968","27203","Hoja Chocolate M66032","9.50","3298"
"3969","27212","Hoja Plata M66032","9.50","3299"
"3972","23110","Pick Skimmia Oro N05104","18.53","3301"
"3973","23112","Pick Skimmia Plata N05104","18.53","3302"
"3974","41453","Arbol con Flores LED Blanco 1.80M  ","1550.00","3510"
"3975","17534","Cortina LED 800 Luces Blanca Fija C/Transp 3X3M","365.07","3153"
"3976","59914","Nacimiento Oro Tradicional","500.00","3056"
"3980","23162","Pick Skimmia Blanco N05064","18.53","3525"
"3981","23170","Pick Skimmia Oro N05064","18.53","3526"
"3982","29035","Berrie Rojo Nevado 710236","28.50","3535"
"3985","25253","Nochebuena Med Roja A30013/12","9.11","3538"
"3986","25250","Nochebuena Med Oro A30013/12","9.11","3539"
